State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
Virginia,VA,51,1985,5.65,197.22,70.79,57.71,
Virginia,VA,51,1986,4.69,206.47,74.11,60.41,
Virginia,VA,51,1987,8.28,223.55,80.24,65.41,
Virginia,VA,51,1988,14.05,254.97,91.51,74.60,
Virginia,VA,51,1989,8.20,275.88,99.02,80.72,
Virginia,VA,51,1990,0.99,278.61,100.00,81.52,
Virginia,VA,51,1991,-0.55,277.07,99.45,81.07,
Virginia,VA,51,1992,0.84,279.38,100.28,81.75,
Virginia,VA,51,1993,0.16,279.84,100.44,81.88,
Virginia,VA,51,1994,0.74,281.90,101.18,82.49,
Virginia,VA,51,1995,1.40,285.86,102.60,83.64,
Virginia,VA,51,1996,1.75,290.85,104.40,85.10,
Virginia,VA,51,1997,2.04,296.79,106.53,86.84,
Virginia,VA,51,1998,2.04,302.84,108.70,88.61,
Virginia,VA,51,1999,4.27,315.78,113.34,92.40,
Virginia,VA,51,2000,8.23,341.76,122.67,100.00,
Virginia,VA,51,2001,8.14,369.59,132.66,108.14,
Virginia,VA,51,2002,7.76,398.26,142.95,116.53,
Virginia,VA,51,2003,5.73,421.07,151.13,123.21,
Virginia,VA,51,2004,14.17,480.73,172.55,140.66,
Virginia,VA,51,2005,20.10,577.34,207.23,168.93,
Virginia,VA,51,2006,10.33,636.98,228.63,186.38,
Virginia,VA,51,2007,1.62,647.29,232.33,189.40,
Virginia,VA,51,2008,-4.64,617.28,221.56,180.62,
Virginia,VA,51,2009,-6.73,575.73,206.65,168.46,
Virginia,VA,51,2010,-4.33,550.82,197.70,161.17,
Virginia,VA,51,2011,-2.93,534.66,191.91,156.44,
Virginia,VA,51,2012,-1.21,528.20,189.59,154.55,
Virginia,VA,51,2013,1.23,534.72,191.93,156.46,
Virginia,VA,51,2014,3.06,551.10,197.81,161.25,
Virginia,VA,51,2015,2.44,564.55,202.63,165.19,
Virginia,VA,51,2016,2.22,577.10,207.14,168.86,
Virginia,VA,51,2017,3.17,595.42,213.71,174.22,
Virginia,VA,51,2018,3.64,617.10,221.50,180.57,
Virginia,VA,51,2019,3.92,641.32,230.19,187.65,
Virginia,VA,51,2020,3.30,662.50,237.79,193.85,
Virginia,VA,51,2021,9.54,725.68,260.47,212.34,
Virginia,VA,51,2022,14.02,827.44,296.99,242.11,
Virginia,VA,51,2023,7.78,891.78,320.09,260.94,
Virginia,VA,51,2024,6.65,951.07,341.37,278.29,
Washington,WA,53,1975,,100.00,27.91,18.10,
Washington,WA,53,1976,14.44,114.44,31.95,20.71,
Washington,WA,53,1977,19.16,136.37,38.07,24.68,
Washington,WA,53,1978,23.44,168.34,46.99,30.46,
Washington,WA,53,1979,15.50,194.44,54.28,35.19,
Washington,WA,53,1980,9.25,212.43,59.30,38.44,
Washington,WA,53,1981,2.67,218.11,60.88,39.47,
Washington,WA,53,1982,-13.91,187.76,52.41,33.98,
Washington,WA,53,1983,16.89,219.48,61.27,39.72,
Washington,WA,53,1984,3.33,226.79,63.31,41.04,
Washington,WA,53,1985,2.48,232.41,64.88,42.06,
Washington,WA,53,1986,2.25,237.64,66.34,43.01,
Washington,WA,53,1987,2.84,244.38,68.22,44.23,
Washington,WA,53,1988,5.94,258.91,72.27,46.85,
Washington,WA,53,1989,15.74,299.66,83.65,54.23,
Washington,WA,53,1990,19.55,358.23,100.00,64.83,
Washington,WA,53,1991,6.44,381.29,106.44,69.00,
Washington,WA,53,1992,2.90,392.37,109.53,71.01,
Washington,WA,53,1993,3.42,405.78,113.27,73.43,
Washington,WA,53,1994,4.11,422.44,117.92,76.45,
Washington,WA,53,1995,4.17,440.07,122.84,79.64,
Washington,WA,53,1996,2.54,451.23,125.96,81.66,
Washington,WA,53,1997,4.32,470.71,131.40,85.19,
Washington,WA,53,1998,5.49,496.56,138.61,89.86,
Washington,WA,53,1999,4.58,519.32,144.97,93.98,
Washington,WA,53,2000,6.40,552.57,154.25,100.00,
Washington,WA,53,2001,5.29,581.80,162.41,105.29,
Washington,WA,53,2002,3.69,603.26,168.40,109.17,
Washington,WA,53,2003,2.66,619.31,172.88,112.08,
Washington,WA,53,2004,9.04,675.31,188.51,122.21,
Washington,WA,53,2005,16.73,788.27,220.04,142.66,
Washington,WA,53,2006,15.54,910.79,254.25,164.83,
Washington,WA,53,2007,6.65,971.34,271.15,175.79,
Washington,WA,53,2008,-1.92,952.68,265.94,172.41,
Washington,WA,53,2009,-9.65,860.75,240.28,155.77,
Washington,WA,53,2010,-7.78,793.80,221.59,143.66,
Washington,WA,53,2011,-6.59,741.51,206.99,134.19,
Washington,WA,53,2012,-2.49,723.02,201.83,130.85,
Washington,WA,53,2013,4.77,757.52,211.46,137.09,
Washington,WA,53,2014,8.00,818.11,228.37,148.05,
Washington,WA,53,2015,7.30,877.79,245.03,158.86,
Washington,WA,53,2016,10.76,972.22,271.39,175.94,
Washington,WA,53,2017,10.15,1070.91,298.94,193.81,
Washington,WA,53,2018,9.16,1168.97,326.31,211.55,
Washington,WA,53,2019,5.73,1235.93,345.00,223.67,
Washington,WA,53,2020,5.10,1298.97,362.60,235.08,
Washington,WA,53,2021,14.55,1487.96,415.36,269.28,
Washington,WA,53,2022,17.13,1742.77,486.49,315.39,
Washington,WA,53,2023,1.20,1763.71,492.33,319.18,
Washington,WA,53,2024,4.13,1836.58,512.68,332.37,
West Virginia,WV,54,1975,,100.00,61.49,43.53,
West Virginia,WV,54,1976,1.53,101.53,62.43,44.20,
West Virginia,WV,54,1977,19.70,121.53,74.73,52.91,
West Virginia,WV,54,1978,7.10,130.16,80.03,56.66,
West Virginia,WV,54,1979,6.91,139.15,85.56,60.58,
West Virginia,WV,54,1980,16.74,162.44,99.88,70.72,
West Virginia,WV,54,1981,-3.30,157.07,96.58,68.38,
West Virginia,WV,54,1982,-18.52,127.99,78.70,55.72,
West Virginia,WV,54,1983,16.02,148.50,91.31,64.65,
West Virginia,WV,54,1984,0.14,148.71,91.44,64.74,
West Virginia,WV,54,1985,-1.52,146.45,90.05,63.75,
West Virginia,WV,54,1986,3.70,151.87,93.38,66.12,
West Virginia,WV,54,1987,0.84,153.15,94.17,66.67,
West Virginia,WV,54,1988,1.12,154.86,95.22,67.42,
West Virginia,WV,54,1989,2.74,159.10,97.83,69.26,
West Virginia,WV,54,1990,2.22,162.64,100.00,70.80,
West Virginia,WV,54,1991,3.66,168.59,103.66,73.39,
West Virginia,WV,54,1992,2.95,173.56,106.72,75.56,
West Virginia,WV,54,1993,4.37,181.14,111.38,78.86,
West Virginia,WV,54,1994,5.11,190.40,117.07,82.89,
West Virginia,WV,54,1995,4.73,199.41,122.61,86.81,
West Virginia,WV,54,1996,3.29,205.98,126.65,89.67,
West Virginia,WV,54,1997,3.02,212.20,130.48,92.38,
West Virginia,WV,54,1998,3.52,219.67,135.07,95.63,
West Virginia,WV,54,1999,1.86,223.77,137.59,97.41,
West Virginia,WV,54,2000,2.65,229.70,141.24,100.00,
West Virginia,WV,54,2001,3.78,238.40,146.58,103.78,
West Virginia,WV,54,2002,2.26,243.77,149.89,106.13,
West Virginia,WV,54,2003,1.93,248.49,152.79,108.18,
West Virginia,WV,54,2004,5.68,262.60,161.47,114.32,
West Virginia,WV,54,2005,9.48,287.49,176.77,125.15,
West Virginia,WV,54,2006,5.45,303.17,186.41,131.98,
West Virginia,WV,54,2007,1.62,308.06,189.42,134.11,
West Virginia,WV,54,2008,-0.66,306.04,188.18,133.23,
West Virginia,WV,54,2009,-3.10,296.57,182.35,129.11,
West Virginia,WV,54,2010,-1.85,291.08,178.98,126.72,
West Virginia,WV,54,2011,-1.73,286.05,175.88,124.53,
West Virginia,WV,54,2012,-0.69,284.08,174.67,123.67,
West Virginia,WV,54,2013,1.48,288.27,177.25,125.50,
West Virginia,WV,54,2014,2.63,295.84,181.91,128.79,
West Virginia,WV,54,2015,1.75,301.02,185.09,131.04,
West Virginia,WV,54,2016,1.82,306.49,188.45,133.43,
West Virginia,WV,54,2017,1.12,309.92,190.56,134.92,
West Virginia,WV,54,2018,2.43,317.47,195.20,138.21,
West Virginia,WV,54,2019,2.01,323.85,199.13,140.98,
West Virginia,WV,54,2020,2.42,331.69,203.95,144.40,
West Virginia,WV,54,2021,7.91,357.92,220.07,155.82,
West Virginia,WV,54,2022,10.56,395.70,243.30,172.26,
West Virginia,WV,54,2023,6.21,420.28,258.42,182.96,
West Virginia,WV,54,2024,5.74,444.40,273.25,193.47,
Wisconsin,WI,55,1975,,100.00,46.99,28.87,
Wisconsin,WI,55,1976,3.43,103.43,48.60,29.86,
Wisconsin,WI,55,1977,15.67,119.64,56.22,34.53,
Wisconsin,WI,55,1978,15.95,138.71,65.19,40.04,
Wisconsin,WI,55,1979,11.26,154.34,72.53,44.55,
Wisconsin,WI,55,1980,3.93,160.40,75.38,46.30,
Wisconsin,WI,55,1981,-2.70,156.08,73.34,45.05,
Wisconsin,WI,55,1982,-3.77,150.19,70.58,43.36,
Wisconsin,WI,55,1983,11.12,166.89,78.43,48.18,
Wisconsin,WI,55,1984,1.28,169.03,79.43,48.79,
Wisconsin,WI,55,1985,2.21,172.77,81.19,49.87,
Wisconsin,WI,55,1986,2.59,177.25,83.29,51.16,
Wisconsin,WI,55,1987,1.63,180.13,84.65,52.00,
Wisconsin,WI,55,1988,6.19,191.28,89.89,55.22,
Wisconsin,WI,55,1989,6.04,202.84,95.32,58.55,
Wisconsin,WI,55,1990,4.91,212.80,100.00,61.43,
Wisconsin,WI,55,1991,4.30,221.95,104.30,64.07,
Wisconsin,WI,55,1992,3.98,230.79,108.45,66.62,
Wisconsin,WI,55,1993,4.56,241.31,113.40,69.66,
Wisconsin,WI,55,1994,6.97,258.14,121.30,74.51,
Wisconsin,WI,55,1995,7.94,278.63,130.94,80.43,
Wisconsin,WI,55,1996,3.71,288.96,135.79,83.41,
Wisconsin,WI,55,1997,4.60,302.26,142.04,87.25,
Wisconsin,WI,55,1998,2.87,310.94,146.12,89.76,
Wisconsin,WI,55,1999,4.57,325.14,152.79,93.86,
Wisconsin,WI,55,2000,6.54,346.42,162.79,100.00,
Wisconsin,WI,55,2001,5.19,364.40,171.24,105.19,
Wisconsin,WI,55,2002,3.88,378.54,177.89,109.27,
Wisconsin,WI,55,2003,3.33,391.13,183.80,112.91,
Wisconsin,WI,55,2004,7.55,420.67,197.68,121.43,
Wisconsin,WI,55,2005,8.30,455.61,214.10,131.52,
Wisconsin,WI,55,2006,3.54,471.73,221.68,136.17,
Wisconsin,WI,55,2007,1.08,476.85,224.08,137.65,
Wisconsin,WI,55,2008,-1.27,470.80,221.24,135.90,
Wisconsin,WI,55,2009,-3.85,452.66,212.72,130.67,
Wisconsin,WI,55,2010,-4.18,433.73,203.82,125.20,
Wisconsin,WI,55,2011,-3.25,419.63,197.20,121.13,
Wisconsin,WI,55,2012,-1.72,412.42,193.81,119.05,
Wisconsin,WI,55,2013,-0.21,411.57,193.41,118.80,
Wisconsin,WI,55,2014,1.65,418.36,196.60,120.76,
Wisconsin,WI,55,2015,2.84,430.24,202.18,124.20,
Wisconsin,WI,55,2016,4.02,447.53,210.31,129.19,
Wisconsin,WI,55,2017,5.09,470.30,221.00,135.76,
Wisconsin,WI,55,2018,5.53,496.31,233.23,143.27,
Wisconsin,WI,55,2019,4.86,520.44,244.57,150.23,
Wisconsin,WI,55,2020,2.61,534.03,250.96,154.16,
Wisconsin,WI,55,2021,10.03,587.58,276.12,169.61,
Wisconsin,WI,55,2022,14.68,673.86,316.66,194.52,
Wisconsin,WI,55,2023,10.38,743.79,349.52,214.70,
Wisconsin,WI,55,2024,7.20,797.37,374.70,230.17,
Wyoming,WY,56,1975,,100.00,56.41,33.40,
Wyoming,WY,56,1976,15.84,115.84,65.34,38.69,
Wyoming,WY,56,1977,14.59,132.73,74.87,44.34,
Wyoming,WY,56,1978,15.24,152.96,86.28,51.09,
Wyoming,WY,56,1979,22.36,187.16,105.57,62.52,
Wyoming,WY,56,1980,5.75,197.92,111.64,66.11,
Wyoming,WY,56,1981,12.94,223.53,126.09,74.67,
Wyoming,WY,56,1982,2.19,228.42,128.85,76.30,
Wyoming,WY,56,1983,-7.90,210.36,118.66,70.27,
Wyoming,WY,56,1984,-6.56,196.57,110.88,65.66,
Wyoming,WY,56,1985,-2.76,191.14,107.82,63.85,
Wyoming,WY,56,1986,-0.44,190.31,107.35,63.57,
Wyoming,WY,56,1987,-8.98,173.22,97.71,57.86,
Wyoming,WY,56,1988,-8.95,157.72,88.97,52.68,
Wyoming,WY,56,1989,4.88,165.42,93.31,55.25,
Wyoming,WY,56,1990,7.17,177.28,100.00,59.22,
Wyoming,WY,56,1991,6.18,188.23,106.18,62.87,
Wyoming,WY,56,1992,5.42,198.43,111.93,66.28,
Wyoming,WY,56,1993,7.45,213.22,120.27,71.22,
Wyoming,WY,56,1994,8.43,231.19,130.41,77.22,
Wyoming,WY,56,1995,9.25,252.56,142.47,84.36,
Wyoming,WY,56,1996,3.82,262.21,147.91,87.59,
Wyoming,WY,56,1997,3.28,270.82,152.77,90.46,
Wyoming,WY,56,1998,2.90,278.69,157.20,93.09,
Wyoming,WY,56,1999,2.37,285.29,160.93,95.30,
Wyoming,WY,56,2000,4.94,299.38,168.87,100.00,
Wyoming,WY,56,2001,5.64,316.25,178.39,105.64,
Wyoming,WY,56,2002,5.56,333.84,188.31,111.51,
Wyoming,WY,56,2003,4.88,350.15,197.51,116.96,
Wyoming,WY,56,2004,8.84,381.10,214.97,127.30,
Wyoming,WY,56,2005,11.69,425.65,240.10,142.18,
Wyoming,WY,56,2006,12.64,479.45,270.45,160.15,
Wyoming,WY,56,2007,9.35,524.26,295.73,175.12,
Wyoming,WY,56,2008,1.90,534.25,301.36,178.45,
Wyoming,WY,56,2009,-2.55,520.64,293.68,173.91,
Wyoming,WY,56,2010,-3.64,501.71,283.00,167.59,
Wyoming,WY,56,2011,-1.63,493.52,278.38,164.85,
Wyoming,WY,56,2012,1.02,498.53,281.21,166.52,
Wyoming,WY,56,2013,2.17,509.36,287.32,170.14,
Wyoming,WY,56,2014,3.55,527.42,297.51,176.17,
Wyoming,WY,56,2015,2.91,542.75,306.15,181.29,
Wyoming,WY,56,2016,1.89,552.98,311.92,184.71,
Wyoming,WY,56,2017,1.59,561.76,316.88,187.64,
Wyoming,WY,56,2018,3.47,581.27,327.88,194.16,
Wyoming,WY,56,2019,4.36,606.63,342.19,202.63,
Wyoming,WY,56,2020,3.81,629.71,355.21,210.34,
Wyoming,WY,56,2021,9.47,689.37,388.86,230.27,
Wyoming,WY,56,2022,14.60,790.00,445.62,263.88,
Wyoming,WY,56,2023,5.45,833.06,469.91,278.27,
Wyoming,WY,56,2024,4.85,873.44,492.69,291.75,
